query;doc_id;judul;snippet;Relevant
19;1448;[SALAH] Vaksin Covid-19 Sinovac Sebabkan Mpox;Hasil periksa fakta Raymondha Elsha Klaim yang menyebut bahwa Vaksin Covid-19 merek Sinovac sebagai penyebab Mpox atau yang  disebut cacar monyet adalah tidak benar. Mpox disebabkan oleh virus yang te;1
19;1449;[SALAH] Vaksin COVID-19 Mengandung Logam Berat;Hasil periksa fakta Raymondha Elsha Klaim yang mengatakan bahwa vaksin COVID-19 mengandung logam berat dan berbahaya untuk tubuh manusia adalah tidak benar. =========== [KATEGORI]: Konten Menyesatkan ;1
19;1070;[SALAH] Vaksin mRNA sebabkan MPOX; Periksa Fakta Vania.Faktanya, pemberian vaksin dan penyakit Mpox tidak ada kaitannya. Penyakit Mpox sendiri sudah ada dari tahun 1970, jauh sebelum COVID-19 muncul. Mpox merupakan virus yang ditulark;1
19;1204;[SALAH] 74 Persen Orang Meninggal Akibat Vaksin Covid-19;Hasil periksa fakta Raymondha Elsha Klaim mengenai 74 persen orang yang meninggal mendadak akibat vaksin Covid-19 adalah tidak benar. Berdasarkan penelitian yang dilakukan otoritas kesehatan dunia dan;1
19;1207;[SALAH] Moderna Mengakui Vaksin Covid-19 Menyebabkan Kanker;Hasil periksa fakta Raymondha Elsha Klaim yang menyebut bahwa perusahaan farmasi Moderna mengakui bahwa vaksin Covid-19 buatan mereka menyebabkan kanker adalah salah. Kekhawatiran potensial soal mutag;1
19;1849;[SALAH] 1 Miliar Orang Meninggal karena Malpraktek di RS Selama Plandemi Covid-19 Berkaitan dengan Depopulasi;Hasil periksa fakta Moch. Marcellodiansyah Faktanya berdasarkan laporan WHO hingga 7 Juli 2024 terdapat 7.053.524 yang meninggal selama pandemi Covid-19. Plandemi sendiri merupakan plesetan dari kata ;1
19;1212;[SALAH]: Ahli Farmasi menempatkan bahan penyebab kanker dalam vaksin Covid-19;Hasil periksa fakta Raka.  [FAKTANYA]: Klaim bahwa ahli farmasi telah menempatkan bahan kimia penyebab kanker dalam vaksin Covid-19 terbukti menyesatkan. Klaim-klaim ini telah dibantah oleh peneliti d;1
19;2237;[SALAH] Merokok Bisa Menyembuhkan Covid-19;Faktnya, WHO menyebutkan bahwa perokok yang terinfeksi Virus Corona menghadapi potensi kematian yang lebih tinggi karena Covid-19 menyerang pernapasan dan merokok menyebabkan kerusakan pada paru-paru.;1
19;2630;[SALAH] Covid-19 Sudah Direncanakan oleh Rockefeller Foundation dan Orang yang Divaksin akan Dikontrol AI;Hasil periksa fakta Moch. Marcellodiansyah Klaim tersebut hanya konspirasi yang telah lama beredar sejak Juli 2020 yang tidak memiliki bukti yang mendasar. Selengkapnya pada bagian penjelasan. = = = K;1
19;2894;[SALAH] Gempa Guncang Mamasa, Sulawesi Barat Hingga Terbelah; Periksa Fakta Vania.Faktanya, gempa Mamasa, Sulawesi Barat terjadi pada tanggal 19 April 2024, bukan pada 21 April 2024. Diketahui juga bahwa belum adanya informasi mengenai kerusakan atau korban jiw;0
19;2522;[SALAH]: Covid-19 merupakan konspirasi Rockefeller Foundation;Hasil periksa fakta Raka.  [FAKTANYA]: Klaim yang menyatakan bahwa COVID-19 adalah hasil dari konspirasi yang direncanakan sebelumnya adalah tidak tepat. Tidak ada bukti yang mendukung klaim tersebut,;1
19;609;[SALAH] WHO Akui Mpox sebagai Efek Samping Vaksin Covid-19;Akun Facebook “Fernando Tambunan” pada Selasa (22/10/2024) mengunggahfoto[arsip] berupa tangkapan layar berisi informasi tentang World Health Organization (WHO) yang mengakui Mpox atau cacar monyet se;1
19;230;[SALAH] Wakil Direktur CDC Akui Vaksin Covid Bikin Tubuh Lemah dan Mudah Sakit;Akun Instagram “mocha_madnurrochim” pada Minggu (02/02/2025) mengunggahvideo[arsip]. Isinya berupa klaim yang menyebut wakil direktur Centers for Disease Control and Prevention (CDC) mengakui vaksin C;1
19;1904;[SALAH]: Covid-19 adalah Kebohongan para Ilmuan;Hasil periksa fakta Raka.  [FAKTANYA]: Transkrip  Kongres Amerika Serikat dengan Wakil Direktur Utama Institut Kesehatan Nasional (NIH) dan pemberitaan terpercaya lainnya menunjukkan bahwa pertemuan t;1
19;504;[SALAH] Donald Trump dan Eks Presiden Brasil Sebut Pandemi Dirancang untuk Bunuh Manusia;Akun Instagram “blackpink2012_” pada Rabu (6/11/2024) membagikanvideo[arsip] disertai narasi: “Puluhan Ribu Ilmuwan, Dokter, Pengacara, dan Pakar Lainnya (termasuk para Jenderal Militer bahkan Pres. B;1
